# ================================================================
# FITS HEADER INFO for HD203473
# Extracted from: HD203473_Jband_tellcorr_opt.fits
# ---------------------------------------------------------------
# --- Header from HDU[0] ---
# SIMPLE     = True  / conforms to FITS standard
# BITPIX     = 8  / array data type
# NAXIS      = 0  / number of array dimensions
# EXTEND     = True  / 
# ---------------------------------------------------------------
# --- Header from HDU[1] ---
# XTENSION   = BINTABLE  / binary table extension
# BITPIX     = 8  / array data type
# NAXIS      = 2  / number of array dimensions
# NAXIS1     = 6898816  / length of dimension 1
# NAXIS2     = 1  / length of dimension 2
# PCOUNT     = 0  / number of group parameters
# GCOUNT     = 1  / number of groups
# TFIELDS    = 7  / number of table fields
# TTYPE1     = obj type  / 
# TFORM1     = 8A  / 
# TTYPE2     = header  / 
# TFORM2     = 408A  / 
# TDIM2      = (8,51)  / 
# TTYPE3     = wave  / 
# TFORM3     = 172460D  / 
# TDIM3      = (17246,10)  / 
# TTYPE4     = flux  / 
# TFORM4     = 172460D  / 
# TDIM4      = (17246,10)  / 
# TTYPE5     = ivar  / 
# TFORM5     = 172460D  / 
# TDIM5      = (17246,10)  / 
# TTYPE6     = mask  / 
# TFORM6     = 172460K  / 
# TDIM6      = (17246,10)  / 
# TTYPE7     = cont_fit  / 
# TFORM7     = 172460D  / 
# TDIM7      = (17246,10)  / 
# ---------------------------------------------------------------
# --- Header from HDU[2] ---
# XTENSION   = BINTABLE  / binary table extension
# BITPIX     = 8  / array data type
# NAXIS      = 2  / number of array dimensions
# NAXIS1     = 5519455  / length of dimension 1
# NAXIS2     = 1  / length of dimension 2
# PCOUNT     = 0  / number of group parameters
# GCOUNT     = 1  / number of groups
# TFIELDS    = 6  / number of table fields
# TTYPE1     = obj type  / 
# TFORM1     = 7A  / 
# TTYPE2     = header  / 
# TFORM2     = 408A  / 
# TDIM2      = (8,51)  / 
# TTYPE3     = wave  / 
# TFORM3     = 172470D  / 
# TDIM3      = (17247,10)  / 
# TTYPE4     = flux  / 
# TFORM4     = 172470D  / 
# TDIM4      = (17247,10)  / 
# TTYPE5     = ivar  / 
# TFORM5     = 172470D  / 
# TDIM5      = (17247,10)  / 
# TTYPE6     = mask  / 
# TFORM6     = 172470K  / 
# TDIM6      = (17247,10)  / 
# ---------------------------------------------------------------
# --- Header from HDU[3] ---
# XTENSION   = BINTABLE  / binary table extension
# BITPIX     = 8  / array data type
# NAXIS      = 2  / number of array dimensions
# NAXIS1     = 780017  / length of dimension 1
# NAXIS2     = 1  / length of dimension 2
# PCOUNT     = 0  / number of group parameters
# GCOUNT     = 1  / number of groups
# TFIELDS    = 6  / number of table fields
# TTYPE1     = obj type  / 
# TFORM1     = 17A  / 
# TTYPE2     = wave  / 
# TFORM2     = 19500D  / 
# TDIM2      = (1950,10)  / 
# TTYPE3     = flux  / 
# TFORM3     = 19500D  / 
# TDIM3      = (1950,10)  / 
# TTYPE4     = ivar  / 
# TFORM4     = 19500D  / 
# TDIM4      = (1950,10)  / 
# TTYPE5     = tell_spec  / 
# TFORM5     = 19500D  / 
# TDIM5      = (1950,10)  / 
# TTYPE6     = cont_fit  / 
# TFORM6     = 19500D  / 
# TDIM6      = (1950,10)  / 
# ---------------------------------------------------------------
# ================================================================
# Wavelength (microns)    Flux (scaled by 1e5)
# ---------------------------------------------------------------
1.146614  0.013007
1.146632  -0.022133
1.146653  0.355590
1.146748  0.051697
1.146801  0.446247
1.146814  0.676136
1.146826  0.702417
1.146836  0.708236
1.146847  0.744424
1.146858  0.746160
1.146871  0.758520
1.146883  0.750817
1.146893  0.769222
1.146904  0.740813
1.146914  0.718836
1.146925  0.703266
1.146935  0.715391
1.146946  0.735431
1.146956  0.715747
1.146966  0.748299
1.146977  0.759177
1.146987  0.748528
1.146998  0.788700
1.147008  0.786671
1.147022  0.793114
1.147034  0.789516
1.147045  0.751272
1.147055  0.753323
1.147067  0.715628
1.147078  0.648746
1.147132  0.177910
1.147176  0.587210
1.147185  0.728371
1.147196  0.757529
1.147206  0.765897
1.147217  0.752455
1.147227  0.751348
1.147241  0.733050
1.147253  0.715526
1.147264  0.733987
1.147275  0.728805
1.147288  0.732254
1.147300  0.746617
1.147311  0.730474
1.147321  0.708080
1.147332  0.698363
1.147342  0.661781
1.147353  0.624614
1.147363  0.572014
1.147394  0.277595
1.147437  0.618314
1.147447  0.700426
1.147461  0.718316
1.147473  0.717779
1.147483  0.717778
1.147495  0.710641
1.147507  0.669742
1.147519  0.531409
1.147541  0.496665
1.147572  0.720841
1.147583  0.764359
1.147594  0.763228
1.147604  0.722466
1.147614  0.679507
1.147625  0.637429
1.147635  0.589573
1.147646  0.577142
1.147740  0.695011
1.147751  0.730854
1.147761  0.772719
1.147772  0.774742
1.147782  0.783128
1.147793  0.775497
1.147803  0.764182
1.147814  0.770175
1.147824  0.747842
1.147835  0.757604
1.147845  0.745962
1.147856  0.742677
1.147866  0.757702
1.147877  0.761769
1.147887  0.777994
1.147898  0.796646
1.147908  0.819266
1.147921  0.834966
1.147933  0.840775
1.147946  0.824518
1.147959  0.803157
1.147971  0.763239
1.147982  0.751633
1.147992  0.737883
1.148003  0.748840
1.148013  0.749330
1.148024  0.753187
1.148034  0.750437
1.148045  0.768101
1.148055  0.785984
1.148066  0.788035
1.148076  0.805717
1.148087  0.817288
1.148097  0.830227
1.148108  0.823871
1.148118  0.834261
1.148129  0.844085
1.148139  0.838390
1.148150  0.843631
1.148160  0.799102
1.148174  0.741769
1.148188  0.732811
1.148200  0.719051
1.148213  0.727979
1.148223  0.747164
1.148234  0.775270
1.148245  0.775688
1.148255  0.808192
1.148266  0.816861
1.148276  0.829978
1.148287  0.851341
1.148297  0.857419
1.148308  0.847435
1.148318  0.865352
1.148329  0.848912
1.148339  0.834134
1.148350  0.802983
1.148360  0.794182
1.148371  0.801674
1.148382  0.778216
1.148392  0.769439
1.148403  0.772619
1.148413  0.780623
1.148426  0.782287
1.148439  0.805114
1.148453  0.817659
1.148466  0.819973
1.148476  0.815799
1.148487  0.784375
1.148498  0.718400
1.148508  0.706918
1.148519  0.709447
1.148529  0.721271
1.148540  0.749179
1.148550  0.773764
1.148561  0.760607
1.148572  0.754799
1.148582  0.739276
1.148593  0.735355
1.148603  0.707595
1.148614  0.654739
1.148624  0.607728
1.148635  0.612323
1.148646  0.572946
1.148656  0.682937
1.148666  0.709252
1.148677  0.711603
1.148688  0.719463
1.148703  0.734554
1.148719  0.760078
1.148730  0.749028
1.148741  0.720237
1.148751  0.676445
1.148762  0.652242
1.148772  0.658828
1.148783  0.681053
1.148793  0.676434
1.148804  0.704832
