# ================================================================
# FITS HEADER INFO for HD203473
# Extracted from: HD203473_Kband4_tellcorr_opt.fits
# ---------------------------------------------------------------
# --- Header from HDU[0] ---
# SIMPLE     = True  / conforms to FITS standard
# BITPIX     = 8  / array data type
# NAXIS      = 0  / number of array dimensions
# EXTEND     = True  / 
# ---------------------------------------------------------------
# --- Header from HDU[1] ---
# XTENSION   = BINTABLE  / binary table extension
# BITPIX     = 8  / array data type
# NAXIS      = 2  / number of array dimensions
# NAXIS1     = 1923616  / length of dimension 1
# NAXIS2     = 1  / length of dimension 2
# PCOUNT     = 0  / number of group parameters
# GCOUNT     = 1  / number of groups
# TFIELDS    = 7  / number of table fields
# TTYPE1     = obj type  / 
# TFORM1     = 8A  / 
# TTYPE2     = header  / 
# TFORM2     = 408A  / 
# TDIM2      = (8,51)  / 
# TTYPE3     = wave  / 
# TFORM3     = 48080D  / 
# TDIM3      = (12020,4)  / 
# TTYPE4     = flux  / 
# TFORM4     = 48080D  / 
# TDIM4      = (12020,4)  / 
# TTYPE5     = ivar  / 
# TFORM5     = 48080D  / 
# TDIM5      = (12020,4)  / 
# TTYPE6     = mask  / 
# TFORM6     = 48080K  / 
# TDIM6      = (12020,4)  / 
# TTYPE7     = cont_fit  / 
# TFORM7     = 48080D  / 
# TDIM7      = (12020,4)  / 
# ---------------------------------------------------------------
# --- Header from HDU[2] ---
# XTENSION   = BINTABLE  / binary table extension
# BITPIX     = 8  / array data type
# NAXIS      = 2  / number of array dimensions
# NAXIS1     = 1538719  / length of dimension 1
# NAXIS2     = 1  / length of dimension 2
# PCOUNT     = 0  / number of group parameters
# GCOUNT     = 1  / number of groups
# TFIELDS    = 6  / number of table fields
# TTYPE1     = obj type  / 
# TFORM1     = 7A  / 
# TTYPE2     = header  / 
# TFORM2     = 408A  / 
# TDIM2      = (8,51)  / 
# TTYPE3     = wave  / 
# TFORM3     = 48072D  / 
# TDIM3      = (12018,4)  / 
# TTYPE4     = flux  / 
# TFORM4     = 48072D  / 
# TDIM4      = (12018,4)  / 
# TTYPE5     = ivar  / 
# TFORM5     = 48072D  / 
# TDIM5      = (12018,4)  / 
# TTYPE6     = mask  / 
# TFORM6     = 48072K  / 
# TDIM6      = (12018,4)  / 
# ---------------------------------------------------------------
# --- Header from HDU[3] ---
# XTENSION   = BINTABLE  / binary table extension
# BITPIX     = 8  / array data type
# NAXIS      = 2  / number of array dimensions
# NAXIS1     = 312017  / length of dimension 1
# NAXIS2     = 1  / length of dimension 2
# PCOUNT     = 0  / number of group parameters
# GCOUNT     = 1  / number of groups
# TFIELDS    = 6  / number of table fields
# TTYPE1     = obj type  / 
# TFORM1     = 17A  / 
# TTYPE2     = wave  / 
# TFORM2     = 7800D  / 
# TDIM2      = (1950,4)  / 
# TTYPE3     = flux  / 
# TFORM3     = 7800D  / 
# TDIM3      = (1950,4)  / 
# TTYPE4     = ivar  / 
# TFORM4     = 7800D  / 
# TDIM4      = (1950,4)  / 
# TTYPE5     = tell_spec  / 
# TFORM5     = 7800D  / 
# TDIM5      = (1950,4)  / 
# TTYPE6     = cont_fit  / 
# TFORM6     = 7800D  / 
# TDIM6      = (1950,4)  / 
# ---------------------------------------------------------------
# ================================================================
# Wavelength (microns)    Flux (scaled by 1e5)
# ---------------------------------------------------------------
2.246469  0.001648
2.246609  0.111173
2.246627  0.115627
2.246649  0.118504
2.246670  0.121519
2.246690  0.122598
2.246714  0.123402
2.246739  0.123180
2.246758  0.123654
2.246778  0.123403
2.246799  0.124548
2.246822  0.124651
2.246842  0.124538
2.246861  0.124270
2.246881  0.124440
2.246900  0.121616
2.246920  0.120990
2.246939  0.117562
2.246959  0.117323
2.246979  0.116693
2.246998  0.116696
2.247021  0.117835
2.247042  0.119544
2.247061  0.120920
2.247086  0.120848
2.247110  0.120395
2.247130  0.121242
2.247149  0.121130
2.247169  0.121818
2.247190  0.116591
2.247212  0.118184
2.247231  0.110048
2.247253  0.098014
2.247270  0.091708
2.247292  0.101015
2.247311  0.104706
2.247329  0.107656
2.247349  0.100100
2.247368  0.089515
2.247390  0.080984
2.247412  0.077847
2.247433  0.086163
2.247458  0.099824
2.247482  0.116261
2.247502  0.119173
2.247521  0.119974
2.247541  0.119556
2.247560  0.120157
2.247582  0.117182
2.247605  0.115957
2.247625  0.116961
2.247644  0.116420
2.247664  0.121079
2.247683  0.121904
2.247703  0.122910
2.247723  0.121483
2.247742  0.121959
2.247762  0.121195
2.247781  0.122967
2.247804  0.122900
2.247825  0.122792
2.247850  0.121836
2.247874  0.122358
2.247894  0.122926
2.247913  0.122263
2.247933  0.123803
2.247953  0.122824
2.247974  0.122753
2.247997  0.122284
2.248017  0.122413
2.248037  0.122683
2.248056  0.122923
2.248076  0.121355
2.248095  0.120412
2.248115  0.121632
2.248135  0.121444
2.248154  0.122757
2.248174  0.122702
2.248194  0.123383
2.248217  0.122674
2.248242  0.123297
2.248267  0.123633
2.248286  0.123730
2.248306  0.123633
2.248326  0.125546
2.248345  0.124565
2.248365  0.124712
2.248387  0.124867
2.248410  0.123701
2.248429  0.122615
2.248449  0.121861
2.248469  0.122611
2.248488  0.123320
2.248508  0.120885
2.248528  0.122898
2.248547  0.122915
2.248567  0.124115
2.248587  0.124669
2.248606  0.123807
2.248629  0.123022
2.248655  0.122670
2.248680  0.122284
2.248699  0.122328
2.248719  0.122958
2.248739  0.122909
2.248758  0.121795
2.248778  0.123257
2.248798  0.123598
2.248820  0.123373
2.248842  0.123728
2.248862  0.122424
2.248882  0.122833
2.248901  0.122443
2.248921  0.122445
2.248941  0.122997
2.248961  0.121867
2.248980  0.122305
2.249000  0.122341
2.249020  0.122019
2.249039  0.120821
2.249066  0.121745
2.249093  0.121669
2.249113  0.122427
2.249132  0.123010
2.249152  0.122900
2.249172  0.122864
2.249192  0.121998
2.249211  0.120428
2.249231  0.121491
2.249253  0.120372
2.249276  0.119490
2.249295  0.118933
2.249315  0.119547
2.249335  0.121283
2.249355  0.122934
2.249374  0.123389
2.249394  0.120984
2.249414  0.122018
2.249433  0.121838
2.249453  0.120644
2.249473  0.120622
2.249500  0.122836
2.249527  0.124486
2.249546  0.125251
2.249566  0.124996
2.249586  0.124215
2.249606  0.124502
2.249625  0.123533
2.249645  0.124072
2.249665  0.124923
2.249687  0.124994
2.249710  0.125645
2.249729  0.123134
2.249749  0.123130
2.249769  0.118913
2.249789  0.117990
2.249808  0.114926
2.249828  0.114116
2.249848  0.114327
2.249868  0.113167
2.249887  0.110359
2.249907  0.112868
2.249932  0.119360
2.249958  0.122391
2.249981  0.123626
2.250001  0.124311
2.250020  0.125302
2.250040  0.124157
2.250060  0.124065
2.250080  0.124850
2.250099  0.124388
2.250119  0.123687
2.250139  0.123900
2.250161  0.122759
2.250184  0.123116
2.250204  0.123643
2.250223  0.124299
2.250243  0.124563
2.250263  0.122629
2.250283  0.120966
2.250302  0.119975
2.250322  0.117079
2.250342  0.115428
2.250362  0.112164
2.250387  0.117254
2.250412  0.122083
2.250435  0.124978
2.250455  0.124846
2.250475  0.124612
2.250495  0.124992
2.250515  0.124001
2.250534  0.124015
2.250554  0.123913
2.250574  0.123268
2.250594  0.124319
2.250614  0.123234
2.250636  0.119001
2.250658  0.114247
2.250678  0.108645
2.250695  0.100955
2.250718  0.109828
2.250738  0.116566
2.250757  0.119866
2.250777  0.121622
2.250797  0.120115
2.250817  0.118293
2.250842  0.115497
2.250866  0.116504
2.250888  0.118653
2.250911  0.121933
2.250930  0.121259
2.250950  0.121335
2.250970  0.122591
2.250990  0.120624
2.251010  0.119508
2.251029  0.119725
2.251049  0.118885
2.251069  0.116800
2.251089  0.117328
2.251112  0.119171
2.251134  0.120594
2.251154  0.121919
2.251173  0.122945
2.251193  0.121197
2.251213  0.122217
2.251233  0.121149
2.251253  0.122957
2.251273  0.121311
2.251292  0.123452
2.251312  0.124080
2.251338  0.124135
2.251362  0.124409
2.251383  0.123250
2.251406  0.122995
2.251426  0.122097
2.251446  0.123150
2.251466  0.122946
2.251485  0.123886
2.251505  0.125173
2.251525  0.126888
2.251545  0.126265
2.251565  0.125737
2.251585  0.125113
2.251605  0.126436
2.251627  0.124236
2.251650  0.124841
2.251670  0.126172
2.251689  0.122776
2.251709  0.123402
2.251729  0.123049
2.251749  0.123122
2.251769  0.123169
2.251789  0.123507
2.251809  0.124917
2.251834  0.124951
2.251858  0.123770
2.251878  0.123746
2.251900  0.122810
2.251923  0.123609
2.251943  0.121311
2.251962  0.119113
2.251982  0.114735
2.252002  0.113624
2.252022  0.113905
2.252042  0.118148
2.252062  0.121337
2.252082  0.124436
2.252102  0.123808
2.252121  0.123941
2.252144  0.126101
2.252167  0.126308
2.252186  0.124994
2.252206  0.125627
2.252226  0.126031
2.252246  0.124552
2.252266  0.124354
2.252286  0.120902
2.252306  0.118500
2.252331  0.115435
2.252355  0.113041
2.252375  0.117711
2.252395  0.118870
2.252417  0.121151
2.252440  0.122793
2.252460  0.122474
2.252480  0.122934
2.252499  0.122185
2.252519  0.117514
2.252539  0.113069
2.252559  0.109462
2.252579  0.114439
2.252599  0.119514
2.252619  0.121609
2.252639  0.121416
2.252659  0.122199
2.252679  0.119360
2.252702  0.119422
2.252724  0.120582
2.252744  0.121842
2.252764  0.123939
2.252784  0.124579
2.252804  0.125214
2.252823  0.125152
2.252843  0.124279
2.252869  0.123045
2.252893  0.123904
2.252913  0.124521
2.252933  0.124806
2.252953  0.126126
2.252973  0.125980
2.252995  0.125916
2.253018  0.125414
2.253037  0.123893
2.253057  0.124020
2.253077  0.123151
2.253097  0.122097
2.253117  0.120503
2.253137  0.117633
2.253157  0.117712
2.253177  0.119887
2.253197  0.118220
2.253217  0.120623
2.253237  0.122351
2.253260  0.124848
2.253282  0.124327
2.253302  0.126111
2.253322  0.124686
2.253342  0.125592
2.253362  0.123833
2.253382  0.124114
2.253402  0.122083
2.253427  0.120148
2.253452  0.116321
2.253472  0.115635
2.253492  0.117937
2.253512  0.120610
2.253532  0.120902
2.253553  0.121865
2.253576  0.121630
2.253596  0.123406
2.253616  0.123281
2.253636  0.123736
2.253656  0.123919
2.253676  0.123550
2.253696  0.121927
2.253716  0.121305
2.253736  0.117958
2.253756  0.111724
2.253776  0.102875
2.253796  0.098503
2.253816  0.098611
2.253836  0.096802
2.253859  0.097499
2.253878  0.096478
2.253901  0.108762
2.253921  0.114112
2.253941  0.118228
2.253961  0.121656
2.253981  0.121452
2.254006  0.122168
2.254031  0.122824
2.254051  0.122216
2.254071  0.122825
2.254091  0.121358
2.254111  0.120166
2.254131  0.115865
2.254154  0.110949
2.254176  0.091704
2.254196  0.085016
2.254218  0.084768
2.254238  0.097150
2.254256  0.114209
2.254276  0.120012
2.254296  0.120961
2.254316  0.122115
2.254336  0.121790
2.254356  0.121231
2.254376  0.122039
2.254396  0.121720
2.254416  0.122520
2.254436  0.123775
2.254456  0.121662
2.254480  0.117439
2.254502  0.115690
2.254522  0.112652
2.254542  0.115718
2.254562  0.119915
2.254582  0.121384
2.254607  0.123040
2.254632  0.124703
2.254652  0.125474
2.254672  0.125785
2.254692  0.124071
2.254712  0.123629
2.254732  0.123036
2.254752  0.122069
2.254774  0.121654
2.254797  0.119541
2.254817  0.117457
2.254837  0.118283
2.254857  0.120672
2.254877  0.123355
2.254897  0.123739
2.254917  0.124485
2.254937  0.125702
2.254957  0.125495
2.254977  0.124421
2.254997  0.124010
2.255017  0.124477
2.255037  0.121888
2.255057  0.121886
2.255078  0.124107
2.255098  0.123421
2.255121  0.121713
2.255143  0.122676
2.255163  0.121295
2.255183  0.120968
2.255203  0.121038
