# ================================================================
# FITS HEADER INFO for GJ876
# Extracted from: GJ876_Kband3_tellcorr_opt.fits
# ---------------------------------------------------------------
# --- Header from HDU[0] ---
# SIMPLE     = True  / conforms to FITS standard
# BITPIX     = 8  / array data type
# NAXIS      = 0  / number of array dimensions
# EXTEND     = True  / 
# ---------------------------------------------------------------
# --- Header from HDU[1] ---
# XTENSION   = BINTABLE  / binary table extension
# BITPIX     = 8  / array data type
# NAXIS      = 2  / number of array dimensions
# NAXIS1     = 1803616  / length of dimension 1
# NAXIS2     = 1  / length of dimension 2
# PCOUNT     = 0  / number of group parameters
# GCOUNT     = 1  / number of groups
# TFIELDS    = 7  / number of table fields
# TTYPE1     = obj type  / 
# TFORM1     = 8A  / 
# TTYPE2     = header  / 
# TFORM2     = 408A  / 
# TDIM2      = (8,51)  / 
# TTYPE3     = wave  / 
# TFORM3     = 45080D  / 
# TDIM3      = (11270,4)  / 
# TTYPE4     = flux  / 
# TFORM4     = 45080D  / 
# TDIM4      = (11270,4)  / 
# TTYPE5     = ivar  / 
# TFORM5     = 45080D  / 
# TDIM5      = (11270,4)  / 
# TTYPE6     = mask  / 
# TFORM6     = 45080K  / 
# TDIM6      = (11270,4)  / 
# TTYPE7     = cont_fit  / 
# TFORM7     = 45080D  / 
# TDIM7      = (11270,4)  / 
# ---------------------------------------------------------------
# --- Header from HDU[2] ---
# XTENSION   = BINTABLE  / binary table extension
# BITPIX     = 8  / array data type
# NAXIS      = 2  / number of array dimensions
# NAXIS1     = 1449471  / length of dimension 1
# NAXIS2     = 1  / length of dimension 2
# PCOUNT     = 0  / number of group parameters
# GCOUNT     = 1  / number of groups
# TFIELDS    = 6  / number of table fields
# TTYPE1     = obj type  / 
# TFORM1     = 7A  / 
# TTYPE2     = header  / 
# TFORM2     = 376A  / 
# TDIM2      = (8,47)  / 
# TTYPE3     = wave  / 
# TFORM3     = 45284D  / 
# TDIM3      = (11321,4)  / 
# TTYPE4     = flux  / 
# TFORM4     = 45284D  / 
# TDIM4      = (11321,4)  / 
# TTYPE5     = ivar  / 
# TFORM5     = 45284D  / 
# TDIM5      = (11321,4)  / 
# TTYPE6     = mask  / 
# TFORM6     = 45284K  / 
# TDIM6      = (11321,4)  / 
# ---------------------------------------------------------------
# --- Header from HDU[3] ---
# XTENSION   = BINTABLE  / binary table extension
# BITPIX     = 8  / array data type
# NAXIS      = 2  / number of array dimensions
# NAXIS1     = 312017  / length of dimension 1
# NAXIS2     = 1  / length of dimension 2
# PCOUNT     = 0  / number of group parameters
# GCOUNT     = 1  / number of groups
# TFIELDS    = 6  / number of table fields
# TTYPE1     = obj type  / 
# TFORM1     = 17A  / 
# TTYPE2     = wave  / 
# TFORM2     = 7800D  / 
# TDIM2      = (1950,4)  / 
# TTYPE3     = flux  / 
# TFORM3     = 7800D  / 
# TDIM3      = (1950,4)  / 
# TTYPE4     = ivar  / 
# TFORM4     = 7800D  / 
# TDIM4      = (1950,4)  / 
# TTYPE5     = tell_spec  / 
# TFORM5     = 7800D  / 
# TDIM5      = (1950,4)  / 
# TTYPE6     = cont_fit  / 
# TFORM6     = 7800D  / 
# TDIM6      = (1950,4)  / 
# ---------------------------------------------------------------
# ================================================================
# Wavelength (microns)    Flux (scaled by 1e5)
# ---------------------------------------------------------------
2.209184  0.212990
2.209299  0.504045
2.209321  0.552586
2.209341  0.558910
2.209362  0.563680
2.209382  0.568942
2.209407  0.557675
2.209433  0.561867
2.209453  0.557399
2.209474  0.564467
2.209494  0.561262
2.209515  0.567273
2.209535  0.560504
2.209556  0.568636
2.209576  0.570406
2.209597  0.569729
2.209617  0.560132
2.209644  0.559130
2.209669  0.567228
2.209689  0.569006
2.209714  0.562516
2.209740  0.551937
2.209761  0.565169
2.209781  0.567145
2.209802  0.566321
2.209823  0.563092
2.209843  0.572883
2.209863  0.573805
2.209884  0.581398
2.209905  0.583354
2.209925  0.579787
2.209946  0.577480
2.209966  0.579052
2.209986  0.589284
2.210017  0.582907
2.210048  0.568024
2.210069  0.560607
2.210090  0.558461
2.210110  0.567689
2.210130  0.581277
2.210151  0.582513
2.210171  0.583756
2.210191  0.585997
2.210212  0.586905
2.210233  0.583282
2.210253  0.596068
2.210274  0.585543
2.210295  0.578184
2.210315  0.568343
2.210342  0.573438
2.210370  0.582091
2.210397  0.570081
2.210418  0.580606
2.210438  0.593925
2.210459  0.602692
2.210480  0.597265
2.210501  0.604371
2.210521  0.589733
2.210541  0.583304
2.210562  0.560454
2.210583  0.542541
2.210603  0.548289
2.210624  0.563881
2.210644  0.578861
2.210665  0.580276
2.210692  0.573440
2.210716  0.582718
2.210737  0.586132
2.210762  0.591924
2.210788  0.589389
2.210810  0.587093
2.210830  0.591074
2.210850  0.585860
2.210871  0.587956
2.210892  0.590164
2.210912  0.592016
2.210933  0.592751
2.210954  0.592038
2.210974  0.588515
2.210995  0.595630
2.211021  0.591650
2.211046  0.597213
2.211066  0.598204
2.211087  0.596091
2.211108  0.597485
2.211133  0.590383
2.211160  0.587455
2.211180  0.581938
2.211201  0.573610
2.211221  0.573889
2.211243  0.584806
2.211263  0.574544
2.211283  0.559845
2.211304  0.539150
2.211325  0.532468
2.211345  0.526097
2.211366  0.545997
2.211392  0.558008
2.211417  0.547744
2.211438  0.534493
2.211459  0.530739
2.211480  0.550265
2.211500  0.574266
2.211525  0.584227
2.211552  0.591923
2.211573  0.591129
2.211593  0.587667
2.211614  0.590303
2.211635  0.585396
2.211655  0.596852
2.211676  0.592252
2.211697  0.585691
2.211718  0.585540
2.211739  0.573008
2.211764  0.571673
2.211789  0.581187
2.211810  0.580148
2.211831  0.587847
2.211851  0.586009
2.211872  0.577501
2.211893  0.571829
2.211919  0.576391
2.211945  0.596682
2.211966  0.596813
2.211986  0.603194
2.212007  0.610730
2.212028  0.613008
2.212049  0.601860
2.212069  0.603084
2.212090  0.609075
2.212111  0.608561
2.212137  0.598765
2.212162  0.596332
2.212183  0.603952
2.212203  0.606597
2.212224  0.611589
2.212245  0.610022
2.212266  0.598975
2.212287  0.595444
2.212313  0.592153
2.212339  0.602353
2.212360  0.608985
2.212380  0.606583
2.212401  0.615529
2.212422  0.610109
2.212442  0.610587
2.212463  0.612541
2.212484  0.609365
2.212505  0.601166
2.212531  0.583745
2.212557  0.571063
2.212577  0.572128
2.212598  0.584902
2.212618  0.606880
2.212639  0.601418
2.212660  0.602637
2.212681  0.596766
2.212702  0.593751
2.212728  0.591516
2.212754  0.577690
2.212774  0.570824
2.212795  0.580848
2.212816  0.586784
2.212838  0.595031
2.212858  0.589415
