# ================================================================
# FITS HEADER INFO for GL514
# Extracted from: GL514_Lband1_tellcorr_opt.fits
# ---------------------------------------------------------------
# --- Header from HDU[0] ---
# SIMPLE     = True  / conforms to FITS standard
# BITPIX     = 8  / array data type
# NAXIS      = 0  / number of array dimensions
# EXTEND     = True  / 
# ---------------------------------------------------------------
# --- Header from HDU[1] ---
# XTENSION   = BINTABLE  / binary table extension
# BITPIX     = 8  / array data type
# NAXIS      = 2  / number of array dimensions
# NAXIS1     = 2494616  / length of dimension 1
# NAXIS2     = 1  / length of dimension 2
# PCOUNT     = 0  / number of group parameters
# GCOUNT     = 1  / number of groups
# TFIELDS    = 7  / number of table fields
# TTYPE1     = obj type  / 
# TFORM1     = 8A  / 
# TTYPE2     = header  / 
# TFORM2     = 408A  / 
# TDIM2      = (8,51)  / 
# TTYPE3     = wave  / 
# TFORM3     = 62355D  / 
# TDIM3      = (20785,3)  / 
# TTYPE4     = flux  / 
# TFORM4     = 62355D  / 
# TDIM4      = (20785,3)  / 
# TTYPE5     = ivar  / 
# TFORM5     = 62355D  / 
# TDIM5      = (20785,3)  / 
# TTYPE6     = mask  / 
# TFORM6     = 62355K  / 
# TDIM6      = (20785,3)  / 
# TTYPE7     = cont_fit  / 
# TFORM7     = 62355D  / 
# TDIM7      = (20785,3)  / 
# ---------------------------------------------------------------
# --- Header from HDU[2] ---
# XTENSION   = BINTABLE  / binary table extension
# BITPIX     = 8  / array data type
# NAXIS      = 2  / number of array dimensions
# NAXIS1     = 1995679  / length of dimension 1
# NAXIS2     = 1  / length of dimension 2
# PCOUNT     = 0  / number of group parameters
# GCOUNT     = 1  / number of groups
# TFIELDS    = 6  / number of table fields
# TTYPE1     = obj type  / 
# TFORM1     = 7A  / 
# TTYPE2     = header  / 
# TFORM2     = 408A  / 
# TDIM2      = (8,51)  / 
# TTYPE3     = wave  / 
# TFORM3     = 62352D  / 
# TDIM3      = (20784,3)  / 
# TTYPE4     = flux  / 
# TFORM4     = 62352D  / 
# TDIM4      = (20784,3)  / 
# TTYPE5     = ivar  / 
# TFORM5     = 62352D  / 
# TDIM5      = (20784,3)  / 
# TTYPE6     = mask  / 
# TFORM6     = 62352K  / 
# TDIM6      = (20784,3)  / 
# ---------------------------------------------------------------
# --- Header from HDU[3] ---
# XTENSION   = BINTABLE  / binary table extension
# BITPIX     = 8  / array data type
# NAXIS      = 2  / number of array dimensions
# NAXIS1     = 234017  / length of dimension 1
# NAXIS2     = 1  / length of dimension 2
# PCOUNT     = 0  / number of group parameters
# GCOUNT     = 1  / number of groups
# TFIELDS    = 6  / number of table fields
# TTYPE1     = obj type  / 
# TFORM1     = 17A  / 
# TTYPE2     = wave  / 
# TFORM2     = 5850D  / 
# TDIM2      = (1950,3)  / 
# TTYPE3     = flux  / 
# TFORM3     = 5850D  / 
# TDIM3      = (1950,3)  / 
# TTYPE4     = ivar  / 
# TFORM4     = 5850D  / 
# TDIM4      = (1950,3)  / 
# TTYPE5     = tell_spec  / 
# TFORM5     = 5850D  / 
# TDIM5      = (1950,3)  / 
# TTYPE6     = cont_fit  / 
# TFORM6     = 5850D  / 
# TDIM6      = (1950,3)  / 
# ---------------------------------------------------------------
# ================================================================
# Wavelength (microns)    Flux (scaled by 1e5)
# ---------------------------------------------------------------
2.882061  0.009871
2.882102  -0.143160
2.882140  -0.493805
2.882179  4.998469
2.882269  -0.027815
2.882310  0.415660
2.882339  0.117437
2.882373  0.160146
2.882401  0.175485
2.882428  0.181488
2.882456  0.173213
2.882484  0.165407
2.882511  0.175374
2.882539  0.189745
2.882567  0.192640
2.882599  0.187783
2.882631  0.180436
2.882659  0.163416
2.882688  0.133084
2.882719  0.084946
2.882745  0.051797
2.882773  0.033066
2.882802  0.048291
2.882829  0.075445
2.882856  0.107565
2.882884  0.128417
2.882912  0.137363
2.882939  0.140741
2.882972  0.144756
2.883003  0.160428
2.883034  0.169282
2.883066  0.149805
2.883091  0.110201
2.883121  0.077639
2.883148  0.095780
2.883177  0.138978
2.883205  0.166577
2.883232  0.180933
2.883264  0.192017
2.883297  0.195891
2.883324  0.196567
2.883353  0.189430
2.883383  0.184668
2.883411  0.181906
2.883439  0.185835
2.883466  0.194334
2.883494  0.204098
2.883522  0.206047
2.883550  0.195127
2.883578  0.180361
2.883605  0.150625
2.883633  0.113241
2.883665  0.086139
2.883699  0.102009
2.883731  0.133904
2.883759  0.148408
2.883787  0.150020
2.883815  0.143442
2.883843  0.126822
2.883870  0.095198
2.883896  0.059001
2.883930  0.020884
2.883958  0.007441
2.883991  0.010610
2.884018  0.023347
2.884047  0.030185
2.884077  0.026236
2.884105  0.013709
2.884133  0.004156
2.884160  0.000718
2.884188  0.000576
2.884216  0.004802
2.884244  0.016632
2.884278  0.049132
2.884302  0.072443
2.884327  0.098024
2.884360  0.122945
2.884391  0.141040
2.884422  0.149979
2.884454  0.152410
2.884481  0.154504
2.884509  0.149600
2.884537  0.152469
2.884565  0.159813
2.884593  0.171361
2.884621  0.180343
2.884648  0.187091
2.884681  0.175945
2.884713  0.146607
2.884742  0.101746
2.884771  0.051716
2.884800  0.021947
2.884828  0.013571
2.884857  0.030826
2.884884  0.069665
2.884911  0.101686
2.884939  0.122276
2.884967  0.134271
2.884994  0.164694
2.885023  0.197338
2.885050  0.213699
2.885083  0.221866
2.885114  0.224520
2.885145  0.225681
2.885177  0.227569
2.885205  0.230316
2.885233  0.227429
2.885260  0.223768
2.885288  0.220515
2.885316  0.210129
2.885344  0.197726
2.885372  0.205703
2.885400  0.228606
2.885432  0.233093
2.885464  0.227746
2.885494  0.215398
2.885523  0.200536
2.885551  0.193766
2.885579  0.167300
2.885607  0.120237
2.885635  0.094090
2.885663  0.130598
2.885690  0.174390
2.885718  0.203244
2.885746  0.203660
2.885774  0.190482
2.885807  0.199168
2.885838  0.205774
2.885869  0.189028
2.885901  0.158328
2.885929  0.139997
2.885957  0.137637
2.885985  0.127173
2.886013  0.091046
2.886040  0.065365
2.886068  0.092013
2.886096  0.142343
2.886124  0.172769
2.886152  0.187258
2.886185  0.193031
2.886217  0.184783
2.886245  0.176623
2.886274  0.150596
2.886304  0.149171
2.886332  0.174183
2.886360  0.189789
2.886388  0.179927
2.886415  0.145546
2.886443  0.104247
2.886471  0.074528
2.886498  0.087849
2.886527  0.136677
2.886555  0.172945
2.886587  0.189306
2.886619  0.197179
2.886650  0.191864
2.886682  0.187968
2.886710  0.200873
2.886738  0.215223
2.886766  0.208212
2.886794  0.193701
2.886822  0.197641
2.886850  0.212642
2.886878  0.215519
2.886905  0.207736
2.886933  0.199067
2.886966  0.189467
2.886998  0.179682
2.887026  0.167546
2.887055  0.170127
2.887085  0.179275
2.887113  0.187867
2.887141  0.186952
2.887169  0.183382
2.887197  0.176881
2.887225  0.165991
2.887253  0.154227
2.887281  0.132300
2.887312  0.091952
2.887339  0.060003
2.887369  0.060071
2.887401  0.071602
2.887432  0.066179
2.887461  0.048463
2.887492  0.026881
2.887520  0.012395
2.887548  0.003503
2.887576  0.001199
2.887604  0.000449
2.887632  0.001255
2.887660  0.000570
2.887688  -0.000921
2.887716  0.000219
2.887744  -0.000375
2.887777  -0.000214
2.887809  0.001064
2.887837  0.000975
2.887866  0.002042
2.887896  0.009681
2.887926  0.024646
2.887952  0.038644
2.887980  0.056028
2.888008  0.075301
2.888036  0.094858
2.888064  0.108188
2.888092  0.116118
2.888120  0.123301
2.888148  0.111523
2.888180  0.081725
2.888212  0.064383
2.888243  0.087432
2.888275  0.129878
2.888303  0.149729
2.888332  0.153290
2.888359  0.153455
2.888387  0.139906
2.888415  0.123037
2.888443  0.115459
2.888472  0.105411
2.888499  0.078880
2.888527  0.052467
2.888555  0.037747
2.888583  0.026694
2.888616  0.011713
2.888648  0.002710
2.888676  0.003361
2.888706  0.005439
2.888736  0.006014
2.888764  0.003575
2.888792  0.001096
2.888820  0.000220
2.888848  0.001175
2.888876  0.001839
2.888904  0.007336
2.888932  0.015993
2.888960  0.027503
2.888988  0.036788
2.889021  0.041769
2.889052  0.043818
2.889080  0.047247
2.889113  0.072331
2.889144  0.109184
2.889172  0.138642
2.889200  0.157438
2.889228  0.165253
2.889256  0.174688
2.889284  0.184812
2.889312  0.188586
2.889340  0.181379
2.889368  0.179014
2.889396  0.168567
2.889424  0.132801
2.889455  0.078125
2.889485  0.072793
2.889518  0.098798
2.889546  0.092300
2.889575  0.054419
2.889605  0.024233
2.889633  0.023355
2.889661  0.044666
2.889689  0.073299
2.889717  0.106744
2.889746  0.140649
2.889773  0.163341
2.889802  0.161191
2.889830  0.141302
2.889858  0.136529
2.889886  0.150220
2.889919  0.147062
2.889950  0.108696
2.889978  0.077747
2.890011  0.098927
2.890041  0.151808
2.890070  0.184529
2.890098  0.203679
2.890126  0.199670
2.890154  0.183960
2.890182  0.184398
2.890210  0.210063
2.890239  0.223512
2.890267  0.224605
2.890295  0.214339
2.890323  0.191707
2.890351  0.178115
2.890379  0.180702
2.890412  0.191756
2.890445  0.200320
2.890473  0.200366
2.890501  0.192751
2.890530  0.172515
2.890560  0.155983
2.890588  0.152392
2.890616  0.162176
2.890645  0.181387
2.890673  0.203735
2.890701  0.214147
2.890729  0.202619
2.890757  0.187794
2.890785  0.179775
2.890818  0.166231
2.890849  0.122698
2.890881  0.092856
2.890913  0.109285
2.890941  0.121483
2.890967  0.098218
2.890998  0.059152
2.891023  0.073941
2.891054  0.117960
2.891082  0.135604
2.891110  0.120728
2.891138  0.076342
2.891166  0.043194
2.891195  0.050135
2.891223  0.091227
2.891251  0.124018
2.891279  0.154123
2.891307  0.172535
2.891335  0.175502
2.891369  0.157251
2.891400  0.157295
2.891429  0.181715
2.891457  0.193080
2.891487  0.171297
2.891517  0.140980
2.891545  0.113182
2.891573  0.100354
2.891601  0.113185
2.891630  0.144337
2.891658  0.165924
2.891686  0.172067
2.891714  0.162031
2.891742  0.132391
2.891770  0.101840
2.891803  0.120943
2.891835  0.152955
2.891863  0.157899
2.891894  0.136519
2.891925  0.102641
2.891953  0.076062
2.891983  0.055070
2.892011  0.071795
2.892040  0.109880
2.892068  0.141653
2.892096  0.162331
2.892124  0.183520
2.892152  0.181675
2.892181  0.168523
2.892209  0.175541
2.892237  0.195549
2.892265  0.207516
2.892293  0.209450
2.892322  0.203859
2.892350  0.195983
2.892378  0.192431
2.892411  0.177929
2.892443  0.180479
2.892472  0.187285
2.892502  0.173558
2.892531  0.162026
2.892560  0.169253
2.892588  0.177392
2.892616  0.154598
2.892644  0.104403
2.892676  0.064085
2.892699  0.071544
2.892729  0.120211
2.892757  0.159780
2.892786  0.176547
2.892818  0.178900
2.892850  0.181444
2.892881  0.194906
2.892914  0.200966
2.892942  0.200194
2.892971  0.196010
2.892999  0.176459
2.893027  0.144562
2.893053  0.105301
2.893084  0.069838
2.893112  0.064068
2.893140  0.094569
2.893168  0.131377
2.893196  0.160655
2.893225  0.171348
2.893253  0.169836
2.893281  0.156244
2.893310  0.138220
2.893338  0.124109
2.893366  0.113264
2.893394  0.093766
2.893426  0.063090
2.893456  0.027314
2.893490  0.006601
2.893516  0.006890
2.893546  0.021320
2.893575  0.035760
2.893605  0.050952
2.893633  0.085349
2.893661  0.125612
2.893689  0.151623
2.893718  0.166045
2.893746  0.184080
2.893774  0.195028
2.893803  0.202742
2.893831  0.203415
2.893864  0.198733
2.893896  0.201330
2.893924  0.197294
2.893955  0.191041
2.893988  0.192427
2.894016  0.191712
2.894045  0.192495
2.894073  0.207291
2.894101  0.208195
2.894129  0.206574
2.894158  0.214305
2.894186  0.226339
2.894214  0.222402
2.894243  0.212613
2.894271  0.209507
2.894299  0.218899
2.894327  0.226371
2.894356  0.229015
2.894384  0.224505
2.894412  0.221774
2.894441  0.219446
2.894469  0.207862
2.894498  0.176090
2.894526  0.132688
2.894554  0.132129
2.894582  0.164293
2.894616  0.187414
2.894648  0.201318
2.894677  0.206195
2.894705  0.209220
2.894735  0.214636
2.894765  0.221377
2.894793  0.219162
2.894822  0.217783
2.894849  0.217595
2.894878  0.217755
2.894907  0.217138
2.894935  0.209909
2.894963  0.205095
2.894992  0.208460
2.895024  0.214494
2.895056  0.216874
2.895087  0.219169
2.895121  0.225537
2.895149  0.226001
2.895177  0.227836
2.895206  0.225501
2.895234  0.222364
2.895262  0.226970
2.895291  0.224791
2.895319  0.220378
2.895347  0.212545
2.895376  0.199658
2.895404  0.184438
2.895433  0.158940
2.895461  0.119171
2.895489  0.115140
2.895517  0.151323
2.895546  0.181327
2.895574  0.204526
2.895603  0.214385
2.895631  0.217236
2.895659  0.209326
2.895688  0.184929
2.895716  0.146951
2.895745  0.137569
2.895773  0.160953
2.895802  0.184025
2.895835  0.195800
2.895867  0.207585
2.895895  0.218415
2.895924  0.217637
2.895952  0.213219
2.895983  0.217557
2.896013  0.224283
2.896041  0.224543
2.896070  0.208401
2.896098  0.178902
2.896126  0.169154
2.896154  0.186104
2.896183  0.205630
2.896212  0.216374
2.896244  0.221068
2.896276  0.215054
2.896305  0.203665
2.896336  0.186294
2.896369  0.180609
2.896398  0.164608
2.896426  0.146075
2.896454  0.172872
2.896483  0.199387
2.896511  0.207818
2.896540  0.215338
2.896568  0.213308
2.896597  0.212874
2.896625  0.210664
2.896653  0.203616
2.896682  0.192748
2.896710  0.178026
2.896739  0.173623
2.896767  0.182951
2.896795  0.206875
2.896824  0.224484
2.896852  0.231741
2.896881  0.230108
2.896909  0.222670
2.896938  0.217695
2.896966  0.223444
2.896994  0.220403
2.897023  0.210554
2.897051  0.208226
2.897080  0.210897
2.897108  0.219203
2.897137  0.221827
2.897171  0.209583
2.897203  0.198996
2.897231  0.200490
2.897260  0.204285
2.897288  0.203132
2.897317  0.198791
2.897347  0.179414
2.897377  0.159929
2.897405  0.173650
2.897434  0.199926
2.897462  0.209805
2.897491  0.204264
2.897519  0.200156
2.897548  0.204059
2.897580  0.216030
2.897613  0.218282
2.897641  0.214721
2.897672  0.208426
2.897706  0.206591
2.897734  0.221968
2.897763  0.231505
2.897791  0.230500
2.897820  0.230213
2.897848  0.234589
2.897877  0.234065
2.897905  0.235955
2.897934  0.233523
2.897962  0.228209
2.897991  0.221376
2.898019  0.217685
2.898048  0.214404
2.898076  0.207011
2.898105  0.198652
2.898133  0.190292
2.898162  0.178304
2.898190  0.172641
2.898219  0.186734
2.898247  0.199727
2.898276  0.205571
2.898304  0.191817
2.898333  0.161359
2.898361  0.160427
2.898390  0.180677
2.898418  0.196137
2.898447  0.199783
2.898475  0.193466
2.898504  0.199384
2.898532  0.211622
2.898561  0.214063
2.898589  0.213211
2.898618  0.208810
2.898646  0.197074
2.898681  0.201550
2.898713  0.211677
2.898741  0.207028
2.898770  0.183530
2.898798  0.173392
2.898829  0.187666
2.898859  0.197219
2.898887  0.202350
2.898916  0.206971
2.898945  0.209274
2.898973  0.208839
2.899002  0.201556
2.899034  0.183179
2.899067  0.161269
2.899095  0.157014
2.899124  0.160896
2.899155  0.162074
2.899189  0.174542
2.899217  0.173325
2.899246  0.152781
2.899274  0.139658
2.899303  0.130186
2.899331  0.131819
2.899360  0.145116
2.899389  0.142677
