# ================================================================
# FITS HEADER INFO for HD199381
# Extracted from: HD199381_Yband_tellcorr_opt.fits
# ---------------------------------------------------------------
# --- Header from HDU[0] ---
# SIMPLE     = True  / conforms to FITS standard
# BITPIX     = 8  / array data type
# NAXIS      = 0  / number of array dimensions
# EXTEND     = True  / 
# ---------------------------------------------------------------
# --- Header from HDU[1] ---
# XTENSION   = BINTABLE  / binary table extension
# BITPIX     = 8  / array data type
# NAXIS      = 2  / number of array dimensions
# NAXIS1     = 4883096  / length of dimension 1
# NAXIS2     = 1  / length of dimension 2
# PCOUNT     = 0  / number of group parameters
# GCOUNT     = 1  / number of groups
# TFIELDS    = 7  / number of table fields
# TTYPE1     = obj type  / 
# TFORM1     = 8A  / 
# TTYPE2     = header  / 
# TFORM2     = 408A  / 
# TDIM2      = (8,51)  / 
# TTYPE3     = wave  / 
# TFORM3     = 122067D  / 
# TDIM3      = (13563,9)  / 
# TTYPE4     = flux  / 
# TFORM4     = 122067D  / 
# TDIM4      = (13563,9)  / 
# TTYPE5     = ivar  / 
# TFORM5     = 122067D  / 
# TDIM5      = (13563,9)  / 
# TTYPE6     = mask  / 
# TFORM6     = 122067K  / 
# TDIM6      = (13563,9)  / 
# TTYPE7     = cont_fit  / 
# TFORM7     = 122067D  / 
# TDIM7      = (13563,9)  / 
# ---------------------------------------------------------------
# --- Header from HDU[2] ---
# XTENSION   = BINTABLE  / binary table extension
# BITPIX     = 8  / array data type
# NAXIS      = 2  / number of array dimensions
# NAXIS1     = 3906239  / length of dimension 1
# NAXIS2     = 1  / length of dimension 2
# PCOUNT     = 0  / number of group parameters
# GCOUNT     = 1  / number of groups
# TFIELDS    = 6  / number of table fields
# TTYPE1     = obj type  / 
# TFORM1     = 7A  / 
# TTYPE2     = header  / 
# TFORM2     = 376A  / 
# TDIM2      = (8,47)  / 
# TTYPE3     = wave  / 
# TFORM3     = 122058D  / 
# TDIM3      = (13562,9)  / 
# TTYPE4     = flux  / 
# TFORM4     = 122058D  / 
# TDIM4      = (13562,9)  / 
# TTYPE5     = ivar  / 
# TFORM5     = 122058D  / 
# TDIM5      = (13562,9)  / 
# TTYPE6     = mask  / 
# TFORM6     = 122058K  / 
# TDIM6      = (13562,9)  / 
# ---------------------------------------------------------------
# --- Header from HDU[3] ---
# XTENSION   = BINTABLE  / binary table extension
# BITPIX     = 8  / array data type
# NAXIS      = 2  / number of array dimensions
# NAXIS1     = 702017  / length of dimension 1
# NAXIS2     = 1  / length of dimension 2
# PCOUNT     = 0  / number of group parameters
# GCOUNT     = 1  / number of groups
# TFIELDS    = 6  / number of table fields
# TTYPE1     = obj type  / 
# TFORM1     = 17A  / 
# TTYPE2     = wave  / 
# TFORM2     = 17550D  / 
# TDIM2      = (1950,9)  / 
# TTYPE3     = flux  / 
# TFORM3     = 17550D  / 
# TDIM3      = (1950,9)  / 
# TTYPE4     = ivar  / 
# TFORM4     = 17550D  / 
# TDIM4      = (1950,9)  / 
# TTYPE5     = tell_spec  / 
# TFORM5     = 17550D  / 
# TDIM5      = (1950,9)  / 
# TTYPE6     = cont_fit  / 
# TFORM6     = 17550D  / 
# TDIM6      = (1950,9)  / 
# ---------------------------------------------------------------
# ================================================================
# Wavelength (microns)    Flux (scaled by 1e5)
# ---------------------------------------------------------------
0.995420  0.002335
0.995465  4.704049
0.995474  5.287979
0.995483  5.291355
0.995492  5.244231
0.995501  5.234523
0.995510  5.284430
0.995519  5.291239
0.995528  5.215312
0.995537  5.206007
0.995546  5.233204
0.995555  5.125393
0.995568  4.894018
0.995582  4.897453
0.995591  5.103180
0.995600  5.205224
0.995609  5.197905
0.995618  5.152050
0.995627  5.047816
0.995636  4.855195
0.995645  4.642393
0.995654  4.540530
0.995663  4.780892
0.995672  5.025198
0.995681  5.162042
0.995690  5.168158
0.995699  5.242995
0.995711  5.170268
0.995723  5.171176
0.995735  5.224245
0.995744  5.229318
0.995753  5.190133
0.995762  5.202738
0.995771  5.127117
0.995780  5.144839
0.995789  5.062904
0.995798  4.913365
0.995807  4.864238
0.995816  5.019547
0.995825  5.042986
0.995834  5.153795
0.995843  5.187198
0.995852  5.220466
0.995861  5.213411
0.995874  5.151788
0.995888  4.978803
0.995897  4.737228
0.995906  4.821875
0.995915  4.996138
0.995924  5.175158
0.995933  5.163369
0.995942  5.152718
0.995951  5.111755
0.995960  5.067531
0.995969  5.072977
0.995978  5.070758
0.995987  5.057748
0.995996  5.095736
0.996005  5.136326
0.996014  5.100270
0.996026  4.927823
0.996039  4.501768
0.996051  4.405135
0.996060  4.746215
0.996069  5.019562
0.996078  5.075400
0.996087  4.935635
0.996096  4.906024
0.996105  4.966168
0.996114  5.137490
0.996123  5.091351
0.996132  4.996919
0.996141  4.896713
0.996150  4.993823
0.996159  5.127858
0.996168  5.180523
0.996177  5.229042
0.996189  5.224691
0.996201  5.116353
0.996213  4.940625
0.996222  4.888268
0.996231  5.113614
0.996241  5.192139
0.996250  5.192151
0.996259  5.214726
0.996268  5.215959
0.996277  5.193020
0.996286  5.199563
0.996295  5.178604
0.996304  5.214041
0.996313  5.204441
0.996322  5.192356
0.996331  5.185163
0.996340  5.118316
0.996349  5.028585
0.996361  5.028773
0.996374  5.097952
0.996386  5.129201
0.996395  5.209017
0.996404  5.210904
0.996413  5.195708
0.996422  5.192005
0.996431  5.158006
0.996440  5.192807
0.996449  5.169826
0.996458  5.191064
0.996467  5.215432
0.996476  5.193127
0.996486  5.200224
0.996495  5.107015
0.996504  4.977952
0.996513  4.853865
0.996522  4.952950
0.996534  5.077758
0.996546  5.040886
0.996558  4.875619
0.996567  4.664854
0.996576  4.497455
0.996586  4.660769
0.996595  4.919847
0.996604  5.059697
0.996613  5.176443
0.996622  5.153567
0.996631  5.215135
0.996640  5.193671
0.996649  5.206449
0.996658  5.224865
0.996667  5.135698
0.996677  5.024353
0.996686  5.045286
0.996695  5.125998
0.996704  5.184248
0.996716  5.165975
0.996728  5.163227
0.996740  5.137934
0.996749  5.184745
0.996759  5.217206
0.996768  5.235831
0.996777  5.254255
0.996786  5.269110
0.996795  5.209217
0.996804  5.241288
0.996813  5.154394
0.996822  5.065225
0.996831  5.158472
0.996841  5.196694
0.996850  5.229692
0.996859  5.198579
0.996868  5.196460
0.996877  5.135969
0.996886  4.818476
0.996898  4.580004
0.996904  4.635784
0.996918  4.837551
0.996932  4.693332
0.996941  4.526259
0.996950  4.604243
0.996959  4.862125
0.996968  5.098792
0.996977  5.183248
0.996987  5.265405
0.996996  5.244661
0.997005  5.272847
0.997014  5.307801
0.997023  5.336307
0.997032  5.239617
0.997041  5.235373
0.997051  5.233887
0.997060  5.205569
0.997069  5.245366
0.997078  5.202249
0.997087  5.193147
0.997099  5.215592
0.997112  5.183937
0.997124  5.149272
0.997133  4.963087
0.997142  4.737873
0.997151  4.560653
0.997160  4.725677
0.997169  4.856539
0.997179  5.068699
0.997188  5.220705
0.997197  5.262602
0.997206  5.275938
0.997215  5.270259
0.997224  5.292278
0.997234  5.263663
0.997243  5.222996
0.997252  5.196842
0.997261  5.171832
0.997270  5.217280
0.997279  5.186353
0.997289  5.260203
0.997298  5.225308
0.997311  5.206726
0.997325  5.245142
0.997334  5.169251
0.997343  5.177117
0.997353  5.101174
0.997362  5.033459
0.997371  5.159702
0.997380  5.182084
0.997389  5.230101
0.997399  5.257774
0.997408  5.223786
0.997417  5.204238
0.997426  5.126717
0.997435  5.207179
0.997444  5.153737
0.997454  5.046470
0.997463  4.809125
0.997472  4.775854
0.997481  4.969855
0.997490  5.163508
0.997500  5.187774
0.997509  5.216092
0.997521  5.217764
0.997533  5.202987
0.997546  5.317001
0.997555  5.257590
0.997564  5.201629
0.997573  5.145132
0.997582  5.216916
0.997591  5.227791
0.997601  5.249752
0.997610  5.254538
0.997619  5.231975
0.997628  5.297393
0.997637  5.254619
0.997647  5.235315
0.997656  5.162971
0.997665  5.042433
0.997674  4.960230
0.997683  5.068152
0.997693  5.207451
0.997702  5.219347
0.997711  5.213498
0.997720  5.200027
0.997729  5.174458
0.997742  5.111892
0.997754  4.935469
0.997766  4.641172
0.997775  4.533530
0.997785  4.878648
0.997794  5.108118
0.997803  5.236956
0.997812  5.251878
0.997821  5.275119
0.997831  5.262844
0.997840  5.257004
0.997849  5.285661
0.997858  5.289074
0.997868  5.217815
0.997877  5.192071
0.997886  4.963499
0.997895  4.574959
0.997904  4.533258
0.997914  4.933850
0.997923  5.209414
0.997932  5.262910
0.997941  5.266812
0.997951  5.176452
0.997960  5.122392
0.997969  5.063141
0.997981  5.115106
0.997994  5.096818
0.998006  5.082408
0.998015  4.858008
0.998024  4.601790
0.998034  4.687634
0.998043  5.088672
0.998052  5.221233
0.998061  5.184805
0.998070  5.019125
0.998080  4.780231
0.998089  4.784989
0.998098  4.913979
0.998107  4.997954
0.998117  5.021145
0.998126  5.204972
0.998135  5.291243
0.998144  5.337489
0.998154  5.303032
0.998163  5.298328
0.998172  5.249270
0.998181  5.201672
0.998191  5.092414
0.998200  4.833828
0.998209  4.804824
0.998221  5.019202
0.998232  5.084075
0.998243  5.062830
0.998255  5.007258
0.998265  4.911263
0.998274  4.874363
0.998283  4.984887
0.998292  5.169961
0.998302  5.266307
0.998311  5.241694
0.998320  5.260542
0.998329  5.240167
0.998339  5.286420
0.998348  5.243879
0.998357  5.189112
0.998367  5.253467
0.998376  5.246232
0.998385  5.254724
0.998394  5.291151
0.998403  5.299754
0.998413  5.308322
0.998422  5.258321
0.998431  5.255681
0.998441  5.251632
0.998450  5.208669
0.998459  5.108033
0.998468  4.936659
0.998478  4.632755
0.998490  4.540616
0.998502  4.979248
0.998515  5.286045
0.998524  5.305735
0.998533  5.339489
0.998543  5.271150
0.998552  5.268513
0.998561  5.303880
0.998570  5.257540
0.998580  5.248611
0.998589  5.254830
0.998598  5.273690
0.998607  5.289212
0.998617  5.260024
0.998626  4.973617
0.998635  4.594003
0.998645  4.542028
0.998654  4.801125
0.998663  5.135681
0.998672  5.180390
0.998682  5.191596
0.998691  5.173069
0.998700  5.202844
0.998710  5.284538
0.998719  5.290392
0.998728  5.318717
0.998737  5.257275
0.998747  5.103495
0.998756  4.953412
0.998768  5.033195
0.998781  5.188904
0.998793  5.250040
0.998802  5.237958
0.998812  5.236162
0.998821  5.249265
0.998830  5.249458
0.998840  5.171674
0.998849  5.226188
0.998858  5.240635
0.998868  5.191935
0.998877  5.045855
0.998886  5.026891
0.998895  5.131245
0.998905  5.268747
0.998914  5.311272
0.998923  5.297125
0.998933  5.297151
0.998942  5.229680
0.998951  5.227535
0.998961  5.237642
0.998970  5.184146
0.998979  5.248921
0.998989  5.236021
0.998998  5.256417
0.999007  5.200669
0.999016  5.227850
0.999026  5.224686
0.999035  5.252645
0.999044  5.256766
0.999054  5.258593
0.999066  4.945981
